I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-12,14,27,-1,-19,20,-60,-146,-125,-99,-103,20
-10,12,21,-1,-15,16,-65,-149,-129,-102,-104,13
-7,11,18,-2,-12,14,-66,-146,-129,-100,-100,12
4,15,12,-10,-4,13,-70,-154,-139,-112,-110,8
5,14,9,-9,-2,11,-73,-159,-146,-116,-114,4
0,14,14,-7,-7,14,-68,-163,-148,-121,-120,11
1,15,14,-8,-7,14,-69,-171,-154,-129,-128,9
-3,16,19,-7,-11,17,-64,-165,-149,-124,-125,13
-3,19,22,-8,-12,20,-60,-166,-148,-127,-129,15
-6,16,23,-5,-14,19,-59,-161,-145,-121,-123,12
-9,16,26,-3,-17,21,-53,-158,-141,-119,-121,15
-9,14,22,-3,-15,18,-58,-163,-147,-124,-125,6
-9,10,19,-1,-14,15,-59,-163,-148,-121,-123,1
-2,10,13,-4,-7,11,-65,-175,-160,-132,-133,-6
4,10,7,-7,-1,9,-67,-182,-167,-138,-137,-9
11,17,7,-14,2,12,-61,-186,-167,-146,-145,4
13,18,5,-16,4,12,-60,-193,-172,-155,-151,5
5,15,10,-10,-2,12,-53,-188,-165,-148,-146,13
2,13,12,-8,-5,13,-50,-189,-166,-151,-150,17
-4,7,11,-2,-7,9,-51,-184,-164,-145,-147,16
-8,5,13,1,-10,9,-49,-180,-161,-141,-146,20
-7,1,8,3,-8,4,-55,-184,-169,-144,-150,11
-11,-6,5,8,-8,-1,-57,-183,-170,-140,-149,6
-8,-11,-3,9,-3,-7,-62,-195,-182,-152,-161,-3
-8,-14,-6,11,-1,-10,-63,-203,-190,-158,-168,-8
-8,-9,-1,8,-3,-5,-53,-209,-191,-168,-179,0
2,-3,-5,1,4,-4,-51,-213,-195,-172,-182,-2
11,5,-6,-8,9,-1,-43,-200,-183,-157,-170,2
13,5,-8,-9,11,-2,-41,-201,-183,-159,-174,4
3,-7,-10,2,7,-8,-44,-199,-182,-156,-174,1
-6,-14,-7,10,0,-11,-40,-197,-180,-155,-174,5
-13,-23,-10,18,-2,-17,-44,-202,-187,-159,-175,-2
-17,-29,-12,23,-2,-21,-45,-200,-186,-154,-171,-3
-10,-30,-20,20,5,-25,-50,-210,-195,-162,-180,-8
-11,-36,-25,24,7,-30,-54,-215,-201,-165,-184,-11
-16,-39,-23,27,4,-31,-50,-220,-202,-173,-192,-2
-17,-44,-27,30,5,-36,-53,-227,-208,-181,-200,-2
-22,-49,-27,35,3,-38,-47,-221,-200,-176,-198,6
-22,-50,-28,36,3,-39,-42,-220,-197,-177,-201,10
-25,-55,-29,40,2,-42,-36,-211,-190,-164,-193,9
-24,-52,-28,38,2,-40,-26,-202,-180,-155,-189,13
-18,-50,-32,34,7,-41,-24,-202,-181,-152,-189,4
-13,-49,-35,31,11,-42,-21,-193,-176,-141,-183,-3
-2,-46,-44,24,21,-45,-24,-196,-183,-142,-187,-15
-3,-51,-48,27,23,-50,-26,-197,-186,-142,-191,-25
-9,-54,-45,32,18,-50,-20,-202,-186,-149,-204,-20
-11,-57,-45,34,17,-51,-20,-206,-189,-154,-212,-22
-18,-57,-39,38,11,-48,-12,-195,-177,-143,-206,-14
-19,-58,-38,39,10,-48,-8,-192,-171,-141,-207,-8
-24,-65,-41,44,9,-53,-6,-182,-163,-128,-198,-7
-29,-68,-39,49,5,-54,1,-175,-154,-121,-193,-1
-32,-75,-43,53,6,-59,0,-175,-156,-120,-194,-8
-37,-82,-44,60,3,-63,3,-168,-151,-113,-188,-13
-37,-86,-49,61,6,-68,1,-174,-157,-119,-194,-24
-39,-91,-52,65,7,-72,0,-175,-159,-121,-197,-31
-40,-91,-50,65,5,-70,8,-178,-158,-129,-209,-25
-38,-89,-51,64,6,-70,9,-179,-159,-132,-214,-26
-40,-86,-46,63,3,-66,18,-166,-146,-120,-205,-19
-39,-83,-44,61,3,-64,23,-162,-141,-117,-207,-16
-42,-86,-44,64,1,-65,27,-151,-132,-106,-199,-18
-43,-87,-43,65,0,-65,34,-142,-123,-97,-195,-15
-41,-91,-50,66,4,-70,31,-140,-125,-91,-192,-23
-44,-95,-51,70,3,-73,32,-134,-121,-83,-188,-25
-43,-96,-53,70,5,-75,27,-142,-129,-92,-199,-32
-43,-98,-54,70,6,-76,26,-144,-132,-94,-202,-39
-41,-92,-50,67,5,-71,32,-146,-131,-101,-212,-35
-42,-92,-50,67,4,-71,32,-150,-135,-105,-219,-40
-50,-94,-43,72,-3,-69,41,-141,-125,-98,-216,-38
-53,-94,-41,73,-6,-67,46,-142,-123,-101,-222,-37
-58,-98,-40,78,-9,-69,50,-135,-116,-94,-218,-40
-58,-96,-37,77,-10,-67,55,-130,-110,-91,-218,-38
-52,-93,-41,73,-6,-67,51,-131,-114,-91,-219,-47
-55,-97,-42,76,-6,-70,52,-127,-112,-85,-215,-53
-55,-103,-48,79,-3,-76,47,-136,-123,-92,-221,-64
-58,-110,-51,84,-3,-81,45,-141,-129,-97,-225,-71
-60,-110,-49,85,-5,-80,49,-149,-135,-109,-238,-66
-61,-112,-51,87,-5,-82,48,-156,-143,-118,-247,-69
-68,-115,-46,92,-11,-81,56,-149,-138,-113,-245,-65
-67,-113,-46,90,-10,-79,60,-151,-141,-118,-250,-64
-67,-113,-46,90,-10,-80,65,-145,-138,-113,-246,-65
-67,-112,-44,90,-11,-78,70,-142,-135,-112,-245,-63
-66,-114,-47,90,-9,-81,65,-146,-142,-114,-247,-72
-68,-116,-47,92,-10,-82,65,-146,-145,-113,-247,-77
-63,-115,-51,89,-6,-83,60,-160,-159,-128,-262,-88
-57,-112,-55,85,-1,-84,56,-167,-168,-134,-269,-97
-47,-103,-55,75,4,-79,58,-174,-174,-146,-280,-95
-46,-104,-57,75,6,-81,53,-184,-184,-157,-291,-104
-59,-112,-53,86,-3,-83,56,-184,-183,-157,-294,-104
-63,-115,-52,89,-5,-84,56,-189,-188,-167,-305,-107
-66,-119,-52,93,-7,-86,57,-184,-186,-167,-306,-111
-73,-123,-50,98,-12,-87,59,-182,-185,-167,-308,-109
-80,-132,-52,106,-14,-92,52,-186,-192,-168,-308,-119
-86,-138,-51,112,-17,-95,50,-183,-191,-164,-304,-121
-83,-138,-55,111,-14,-97,43,-192,-200,-174,-312,-128
-83,-140,-57,112,-13,-99,38,-194,-203,-175,-314,-133
-82,-137,-55,110,-14,-96,38,-198,-205,-183,-322,-127
-78,-135,-57,107,-10,-97,33,-201,-208,-187,-327,-128
-78,-133,-55,105,-11,-94,37,-192,-198,-179,-321,-120
-73,-129,-55,101,-9,-92,36,-192,-196,-181,-322,-114
-74,-129,-54,101,-10,-92,35,-185,-189,-172,-314,-109
-72,-123,-50,97,-10,-87,37,-178,-180,-165,-308,-102
-66,-118,-52,92,-7,-85,29,-173,-178,-157,-302,-108
-64,-114,-49,89,-7,-82,24,-164,-172,-147,-293,-109
-57,-108,-51,82,-3,-80,12,-167,-179,-153,-297,-117
-58,-108,-49,83,-4,-79,3,-167,-180,-153,-297,-121
-61,-104,-43,83,-9,-74,-1,-171,-179,-161,-305,-113
-62,-102,-40,82,-11,-72,-8,-173,-180,-163,-306,-112
-68,-100,-32,84,-18,-66,-6,-162,-168,-151,-295,-100
-66,-94,-28,80,-19,-61,-8,-159,-163,-148,-292,-93
-65,-90,-24,78,-20,-57,-9,-148,-154,-136,-279,-88
-64,-83,-18,74,-23,-51,-7,-142,-146,-130,-274,-78
-62,-78,-16,70,-23,-47,-13,-141,-147,-128,-270,-77
-62,-77,-15,69,-23,-46,-15,-134,-142,-119,-259,-73
-54,-75,-20,65,-17,-48,-24,-140,-147,-121,-257,-76
-53,-75,-21,64,-16,-48,-29,-139,-147,-117,-252,-77
-53,-69,-16,61,-18,-43,-27,-142,-146,-121,-256,-67
-48,-63,-14,56,-17,-39,-31,-144,-147,-122,-256,-64
-47,-55,-8,51,-19,-31,-27,-133,-134,-112,-246,-51
-43,-49,-5,46,-19,-27,-26,-132,-132,-111,-245,-45
-47,-49,-2,48,-22,-26,-24,-123,-124,-99,-234,-43
-50,-48,3,49,-26,-23,-20,-118,-118,-93,-230,-37
-51,-49,2,50,-26,-24,-24,-118,-119,-90,-226,-42
-53,-51,3,52,-28,-24,-24,-112,-113,-80,-217,-40
-48,-49,-1,48,-23,-25,-33,-118,-118,-82,-217,-45
-44,-48,-3,46,-20,-26,-38,-120,-120,-81,-214,-48
-38,-42,-3,40,-17,-23,-37,-127,-123,-89,-221,-44
-32,-38,-5,35,-13,-22,-41,-133,-128,-94,-224,-45
-32,-33,-1,32,-15,-17,-37,-127,-121,-89,-220,-34
-25,-25,0,25,-12,-13,-37,-129,-121,-90,-220,-28
-22,-21,1,21,-11,-10,-35,-120,-113,-78,-208,-24
-25,-22,4,23,-14,-9,-33,-117,-108,-73,-203,-17
-33,-31,2,32,-17,-15,-40,-118,-111,-70,-198,-21
-38,-35,3,37,-20,-16,-41,-115,-109,-65,-193,-21
-33,-35,-1,34,-16,-18,-48,-124,-120,-73,-201,-30
-32,-36,-3,34,-14,-20,-49,-127,-124,-75,-203,-35
-30,-31,-1,31,-14,-17,-45,-135,-129,-88,-213,-31
-27,-29,-2,28,-12,-16,-46,-142,-135,-94,-218,-34
-29,-26,3,27,-16,-12,-39,-136,-130,-90,-213,-28
-26,-22,4,24,-15,-9,-37,-140,-132,-94,-218,-26
-28,-23,6,25,-17,-9,-35,-134,-126,-88,-213,-24
-30,-23,8,27,-19,-7,-31,-131,-122,-86,-212,-20
-32,-27,5,30,-19,-11,-35,-129,-123,-82,-209,-27
-37,-33,5,35,-21,-14,-36,-126,-120,-76,-203,-30
-36,-38,-1,37,-17,-20,-44,-138,-131,-84,-208,-42
-36,-41,-5,39,-15,-23,-47,-142,-135,-87,-209,-48
-33,-38,-5,35,-14,-21,-44,-150,-140,-99,-219,-44
-29,-37,-7,33,-11,-22,-46,-155,-146,-104,-222,-46
-32,-35,-2,33,-14,-19,-39,-146,-138,-98,-216,-37
-31,-35,-3,33,-13,-19,-39,-148,-139,-101,-219,-33
-35,-40,-5,38,-15,-23,-39,-141,-132,-92,-210,-28
-31,-35,-3,33,-14,-19,-32,-136,-126,-89,-208,-18
-20,-27,-6,24,-7,-17,-29,-133,-124,-85,-204,-16
-12,-21,-9,16,-1,-15,-27,-122,-117,-71,-190,-12
4,-15,-19,5,12,-17,-36,-121,-121,-65,-181,-20
0,-24,-23,12,12,-24,-42,-122,-125,-64,-179,-25
-15,-38,-22,27,3,-30,-43,-135,-135,-81,-196,-22
-23,-46,-22,35,0,-35,-46,-143,-142,-89,-205,-26
-32,-49,-16,40,-8,-33,-39,-138,-134,-86,-205,-18
-33,-49,-15,41,-9,-32,-38,-140,-133,-89,-208,-18
-37,-51,-14,44,-11,-33,-37,-130,-124,-79,-198,-18
-37,-50,-12,43,-12,-31,-33,-125,-117,-77,-196,-14
-34,-50,-15,42,-9,-33,-35,-123,-116,-74,-193,-18
-39,-53,-14,46,-12,-34,-34,-117,-111,-67,-186,-18
-40,-58,-17,49,-11,-38,-42,-124,-120,-71,-187,-27
-36,-57,-21,47,-7,-39,-45,-124,-120,-69,-185,-30
-23,-46,-23,35,0,-35,-45,-129,-121,-77,-193,-24
-15,-42,-26,28,6,-34,-46,-129,-122,-78,-193,-26
-17,-39,-22,28,3,-31,-36,-118,-113,-69,-185,-19
-19,-40,-20,30,1,-31,-34,-119,-113,-72,-187,-17
-31,-48,-17,39,-7,-33,-31,-112,-108,-66,-180,-15
-36,-51,-15,44,-11,-33,-27,-108,-104,-64,-179,-10
-37,-56,-18,47,-9,-38,-31,-106,-104,-60,-176,-17
-39,-56,-17,48,-11,-37,-28,-99,-97,-52,-169,-17
-32,-52,-19,42,-6,-35,-32,-103,-102,-56,-172,-24
-26,-47,-20,37,-3,-34,-34,-101,-101,-52,-169,-28
-16,-37,-21,26,3,-29,-34,-105,-101,-58,-174,-26
-11,-34,-22,22,6,-28,-35,-106,-102,-59,-175,-28
-15,-32,-17,24,1,-25,-28,-97,-92,-53,-170,-19
-14,-31,-16,22,1,-24,-26,-96,-91,-55,-172,-15
-18,-34,-15,26,-1,-25,-22,-86,-82,-45,-163,-10
-24,-36,-11,30,-6,-24,-19,-81,-78,-41,-161,-5
-33,-45,-12,39,-10,-28,-24,-79,-79,-37,-159,-11
-39,-50,-10,44,-14,-30,-24,-74,-75,-31,-155,-10
-36,-51,-14,43,-10,-33,-32,-81,-83,-38,-160,-18
-33,-52,-18,42,-7,-35,-34,-81,-83,-37,-159,-22
-24,-45,-20,35,-2,-33,-31,-85,-85,-46,-166,-19
-20,-42,-22,31,1,-32,-32,-86,-86,-47,-168,-20
-22,-39,-16,30,-3,-28,-24,-77,-77,-39,-162,-9
-20,-36,-16,28,-2,-27,-22,-77,-74,-39,-162,-6
-23,-39,-16,31,-3,-28,-18,-67,-63,-26,-149,-3
-25,-39,-13,32,-5,-27,-14,-63,-58,-22,-144,2
-27,-43,-15,35,-6,-29,-17,-62,-59,-18,-138,-4
-30,-44,-13,37,-8,-29,-15,-55,-54,-12,-131,-3
-26,-43,-16,34,-4,-30,-22,-60,-60,-18,-135,-9
-25,-44,-18,34,-3,-31,-25,-60,-61,-16,-132,-13
-22,-40,-17,31,-2,-29,-25,-66,-65,-25,-139,-9
-22,-40,-18,31,-2,-29,-28,-69,-67,-28,-141,-11
-28,-39,-10,33,-8,-25,-20,-62,-57,-24,-138,-1
-26,-36,-10,31,-8,-23,-19,-63,-56,-26,-139,0
-27,-37,-9,32,-8,-24,-16,-53,-47,-16,-127,1
-27,-35,-7,31,-9,-22,-12,-49,-42,-13,-123,6
-27,-37,-9,32,-9,-23,-14,-46,-41,-8,-118,1
-29,-38,-9,33,-9,-24,-11,-38,-36,-1,-112,3
-23,-39,-15,31,-4,-27,-17,-42,-43,-5,-116,-4
-18,-38,-19,28,1,-29,-21,-41,-44,-3,-114,-8
-7,-31,-23,19,8,-27,-25,-49,-49,-12,-122,-7
-7,-32,-25,19,9,-29,-31,-55,-55,-17,-128,-10
-18,-35,-17,26,0,-27,-27,-53,-50,-15,-129,-1
-21,-35,-14,28,-3,-25,-27,-57,-52,-20,-134,1
-27,-36,-8,31,-9,-23,-23,-50,-44,-12,-126,3
-30,-34,-3,32,-13,-19,-19,-47,-39,-9,-124,8
-33,-36,-2,34,-15,-19,-22,-44,-39,-4,-120,3
-37,-36,2,36,-19,-18,-21,-37,-34,3,-113,4
-34,-35,-1,34,-16,-19,-28,-42,-40,0,-114,-6
-33,-36,-2,35,-15,-19,-30,-42,-42,2,-111,-10
-28,-31,-2,30,-13,-17,-30,-50,-48,-9,-119,-7
-25,-29,-3,27,-10,-16,-32,-54,-52,-13,-122,-8
-25,-23,3,24,-13,-11,-25,-48,-44,-10,-120,3
-21,-20,2,20,-11,-9,-22,-50,-43,-13,-122,8
-23,-21,3,22,-12,-9,-14,-41,-34,-3,-112,15
-13,-11,3,12,-8,-5,-8,-34,-26,3,-107,21
2,-1,-2,-1,2,-1,-11,-25,-21,13,-97,16
0,-3,-2,2,1,-3,-9,-18,-16,20,-91,14
-7,-15,-7,11,1,-12,-17,-27,-27,13,-95,0
-17,-27,-10,22,-3,-19,-20,-30,-32,11,-97,-8
-22,-33,-10,27,-5,-22,-22,-43,-41,-4,-110,-11
-23,-35,-12,29,-5,-24,-25,-48,-46,-10,-117,-16
-24,-31,-6,28,-9,-19,-18,-42,-37,-9,-118,-7
-22,-30,-7,26,-7,-19,-18,-44,-39,-12,-120,-5
-25,-32,-7,28,-9,-20,-15,-35,-32,0,-109,-1
-30,-35,-5,33,-12,-21,-11,-33,-29,2,-107,4
-37,-45,-7,41,-15,-26,-13,-33,-31,5,-102,-1
-43,-48,-4,46,-19,-27,-10,-28,-27,9,-99,1
-41,-48,-7,44,-17,-28,-16,-34,-35,3,-107,-5
-36,-44,-8,40,-14,-27,-18,-33,-35,5,-104,-6
-23,-33,-9,28,-6,-22,-19,-39,-39,-2,-110,-3
-17,-29,-11,23,-3,-20,-22,-42,-41,-4,-111,-4
-19,-25,-6,22,-6,-16,-16,-37,-33,-1,-110,7
-18,-25,-6,21,-5,-16,-16,-40,-34,-4,-112,9
-23,-29,-5,26,-8,-17,-12,-32,-27,6,-102,12
-29,-32,-2,30,-13,-17,-9,-31,-25,6,-101,15
-38,-41,-2,39,-18,-22,-10,-29,-26,10,-97,8
-42,-42,1,42,-21,-21,-7,-22,-21,16,-92,7
-36,-40,-3,38,-16,-22,-11,-26,-27,13,-94,-2
-34,-41,-7,37,-13,-24,-13,-25,-28,14,-92,-8
-27,-39,-11,33,-8,-25,-15,-34,-35,2,-102,-8
-22,-39,-16,31,-3,-28,-18,-38,-40,-3,-106,-12
-22,-37,-14,30,-4,-26,-10,-34,-34,-3,-106,-1
-18,-33,-14,26,-1,-24,-8,-36,-34,-7,-110,0
-20,-32,-11,26,-4,-22,-2,-27,-24,4,-100,5
-18,-28,-9,23,-4,-19,3,-24,-19,5,-98,11
-16,-28,-11,22,-2,-20,1,-19,-17,11,-91,9
-18,-28,-9,23,-4,-19,4,-12,-10,17,-84,11
-17,-29,-11,23,-2,-20,0,-17,-16,13,-85,2
-20,-33,-12,27,-4,-23,-4,-17,-18,14,-82,-4
-21,-35,-13,28,-4,-24,-8,-27,-27,3,-90,-7
-20,-36,-15,28,-2,-26,-13,-32,-32,-3,-95,-13
-19,-32,-11,26,-4,-22,-7,-29,-27,-6,-98,-6
-17,-29,-11,23,-2,-21,-5,-33,-28,-11,-102,-5
-21,-30,-8,25,-6,-20,1,-24,-21,-2,-92,-1
-23,-29,-6,26,-8,-18,5,-22,-18,-1,-90,4
-25,-33,-7,29,-9,-20,1,-18,-17,5,-84,1
-29,-36,-6,33,-11,-21,2,-11,-12,12,-77,3
-28,-41,-12,35,-8,-27,-5,-15,-19,10,-77,-5
-29,-44,-14,36,-7,-29,-7,-14,-20,12,-74,-8
-23,-40,-16,31,-3,-29,-8,-24,-27,2,-83,-7
-20,-38,-17,29,-1,-28,-10,-29,-31,-3,-85,-7
-22,-33,-10,27,-5,-22,-2,-27,-24,-4,-85,6
-14,-27,-12,20,-1,-20,-1,-28,-25,-7,-86,8
-9,-23,-13,16,3,-19,5,-16,-16,6,-73,11
-10,-25,-13,17,2,-19,7,-14,-15,7,-72,12
-20,-36,-15,28,-2,-26,2,-13,-17,9,-69,3
-27,-41,-14,34,-6,-28,1,-10,-15,11,-68,1
-24,-43,-18,34,-2,-31,-7,-18,-24,4,-76,-10
-25,-49,-23,37,0,-36,-10,-19,-27,4,-75,-17
-21,-51,-29,36,5,-41,-13,-29,-38,-6,-82,-21
-20,-56,-35,38,8,-46,-18,-35,-44,-13,-86,-26
-24,-57,-32,41,4,-45,-15,-35,-39,-18,-91,-15
-26,-62,-35,44,5,-49,-17,-41,-44,-26,-98,-15
-36,-72,-35,54,0,-54,-13,-34,-39,-18,-91,-11
-38,-74,-35,56,-1,-55,-10,-34,-38,-20,-92,-6
-39,-77,-38,58,0,-58,-12,-31,-37,-17,-88,-9
-37,-77,-39,57,1,-59,-10,-25,-31,-11,-82,-6
-27,-76,-48,52,11,-62,-18,-27,-37,-12,-81,-15
-28,-81,-52,55,13,-67,-22,-27,-39,-11,-77,-21
-29,-86,-55,58,13,-71,-26,-41,-51,-27,-87,-27
-29,-88,-58,59,15,-74,-31,-48,-58,-34,-92,-32
-30,-84,-54,57,13,-69,-27,-47,-53,-38,-95,-23
-28,-86,-56,57,14,-72,-27,-52,-57,-44,-98,-23
-35,-93,-58,64,12,-76,-21,-44,-51,-34,-87,-20
-38,-98,-59,68,11,-79,-15,-44,-49,-35,-87,-17
-44,-107,-62,75,9,-85,-13,-40,-48,-30,-83,-22
-47,-110,-62,79,8,-87,-7,-34,-42,-27,-80,-19
-43,-112,-68,77,13,-90,-11,-39,-47,-32,-84,-27
-40,-113,-72,76,17,-93,-9,-36,-47,-29,-81,-31
-31,-109,-77,70,24,-94,-8,-44,-54,-37,-89,-35
-25,-105,-79,65,27,-92,-4,-47,-56,-40,-91,-37
-24,-95,-71,59,24,-83,9,-43,-48,-40,-92,-24
-21,-90,-68,56,24,-80,13,-44,-48,-42,-95,-22
-26,-91,-63,58,19,-77,19,-33,-39,-29,-84,-18
-30,-89,-58,60,14,-74,23,-31,-35,-29,-84,-13
-37,-92,-54,64,9,-74,23,-25,-32,-25,-79,-14
-42,-91,-48,66,4,-70,30,-18,-23,-19,-74,-8
-39,-88,-48,64,5,-68,29,-20,-25,-20,-73,-12
-36,-87,-50,61,7,-69,32,-14,-21,-11,-63,-15
-25,-81,-56,53,16,-69,33,-15,-23,-12,-62,-21
-22,-82,-59,52,19,-71,32,-17,-26,-13,-62,-28
-27,-81,-53,54,14,-68,39,-16,-23,-17,-69,-23
-28,-82,-53,55,13,-68,39,-20,-26,-23,-75,-26
-34,-85,-50,59,8,-68,45,-10,-17,-15,-69,-24
-33,-83,-50,58,9,-67,47,-8,-14,-14,-69,-23
-31,-85,-54,58,12,-70,45,-3,-13,-5,-61,-30
-33,-88,-53,60,10,-71,44,0,-10,-1,-58,-29
-34,-93,-58,64,12,-76,33,-10,-21,-8,-64,-40
-38,-94,-56,66,10,-76,29,-12,-24,-8,-62,-43
-34,-88,-53,61,10,-71,26,-23,-33,-20,-71,-46
-34,-82,-47,58,7,-65,22,-29,-37,-25,-73,-48
-36,-69,-32,53,-1,-51,28,-30,-32,-29,-75,-37
-37,-63,-25,50,-5,-45,27,-35,-35,-34,-78,-37
-44,-62,-17,53,-13,-40,31,-28,-28,-24,-69,-33
-46,-59,-12,52,-17,-36,34,-28,-26,-25,-68,-30
-49,-60,-11,54,-19,-36,33,-24,-25,-20,-61,-35
-52,-58,-5,55,-23,-32,37,-18,-19,-15,-56,-30
-52,-58,-5,55,-23,-32,30,-23,-24,-19,-58,-35
-51,-56,-4,54,-23,-30,28,-19,-22,-14,-53,-35
-43,-49,-6,46,-18,-28,25,-26,-27,-21,-58,-35
-37,-47,-9,42,-13,-28,20,-27,-29,-21,-57,-37
-33,-41,-6,37,-13,-24,24,-25,-24,-21,-55,-26
-29,-39,-9,34,-10,-24,21,-27,-25,-23,-57,-23
-32,-40,-7,36,-12,-24,24,-16,-15,-12,-48,-14
-31,-37,-6,34,-12,-22,26,-13,-11,-11,-47,-6
-31,-39,-7,35,-11,-23,24,-5,-5,-3,-38,-4
-30,-34,-3,32,-13,-19,26,5,5,5,-29,4
-24,-28,-4,26,-9,-17,17,5,5,6,-25,1
-23,-27,-3,25,-9,-16,12,11,8,13,-16,-1
-18,-24,-5,21,-6,-15,6,4,2,7,-18,-4
-15,-22,-6,19,-4,-15,2,1,-1,3,-19,-7
-14,-15,0,15,-7,-8,9,0,3,-3,-24,5
-10,-10,1,10,-5,-5,9,-3,2,-7,-26,7
-13,-8,6,10,-9,-1,17,8,14,7,-12,14
-13,-3,11,8,-12,3,21,11,19,10,-7,20
-18,-4,14,11,-15,4,21,18,25,19,4,21
-19,-2,18,10,-18,7,26,25,32,26,11,26
-13,-1,13,7,-13,6,21,22,27,26,12,18
-13,-2,12,7,-12,5,21,24,27,29,17,15
-9,-1,9,5,-9,4,16,14,17,18,8,10
-8,-2,7,5,-7,2,12,10,11,14,4,5
-8,1,10,4,-9,5,17,9,12,10,-2,14
-1,6,9,-3,-4,7,15,6,10,4,-7,15
3,13,11,-8,-3,12,21,16,21,13,0,22
8,20,12,-14,-1,16,25,19,24,13,0,28
9,20,12,-14,-1,15,25,26,28,23,10,27
5,18,15,-11,-4,16,28,31,33,28,14,30
2,12,12,-7,-5,11,20,25,26,24,12,18
-4,5,10,0,-7,7,17,25,24,25,13,12
-5,0,5,3,-5,2,11,12,12,13,2,5
-2,-1,2,2,-2,0,6,8,6,9,-2,-1
3,8,6,-5,-1,6,9,7,10,6,-6,8
3,6,4,-4,0,5,5,2,5,1,-10,5
-8,-3,6,5,-6,1,8,9,9,8,-3,7
-10,-4,7,7,-8,1,9,8,10,4,-6,11
-12,-6,7,9,-9,0,8,12,13,8,-3,12
-13,-5,9,9,-11,1,11,16,19,12,2,18
-10,-7,5,9,-7,-2,5,13,14,12,4,11
-10,-8,3,9,-6,-3,4,15,15,17,9,8
-4,-7,-2,6,-1,-5,-1,5,4,7,1,0
-1,-7,-5,4,2,-6,-5,0,-1,3,-2,-5
1,-2,-2,1,2,-3,0,-2,1,-3,-8,3
4,0,-3,-2,4,-2,-2,-7,-3,-9,-13,1
0,1,2,0,-1,1,4,2,5,-1,-7,6
1,5,5,-3,-1,4,8,3,7,-2,-9,10
1,4,4,-3,-1,4,10,10,12,7,-1,8
0,6,6,-3,-2,6,14,15,17,13,5,11
3,5,3,-4,1,3,9,11,12,13,7,2
0,1,2,0,-1,1,6,12,10,16,11,-2
0,-2,0,1,0,-1,-3,-1,-2,3,1,-8
-1,-4,-2,3,1,-3,-12,-9,-12,-5,-4,-11
-2,0,3,1,-2,1,-15,-18,-18,-17,-13,-1
-1,2,4,-1,-2,3,-23,-32,-33,-31,-21,-2
-7,4,11,1,-8,7,-23,-36,-41,-32,-16,2
-8,8,16,0,-11,11,-25,-52,-58,-49,-25,5
-11,7,19,2,-14,13,-29,-65,-76,-62,-29,2
-14,9,24,2,-18,16,-32,-79,-91,-79,-36,4
-12,9,22,2,-16,15,-45,-99,-115,-101,-46,-7
-12,3,17,4,-14,10,-56,-113,-135,-116,-54,-18
-6,-2,5,4,-5,1,-73,-137,-166,-144,-75,-34
-1,-8,-7,5,4,-8,-88,-162,-201,-174,-97,-59
5,-9,-13,2,9,-11,-97,-191,-237,-211,-127,-77
3,-14,-16,6,10,-15,-108,-229,-283,-257,-167,-111
-12,-22,-9,17,-1,-16,-109,-259,-320,-296,-204,-144
-26,-25,2,25,-13,-12,-102,-297,-364,-346,-257,-185
-45,-31,15,38,-30,-8,-90,-331,-404,-389,-310,-238
-67,-36,32,51,-49,-2,-52,-353,-430,-429,-369,-290
-87,-44,45,66,-65,0,-6,-375,-457,-470,-434,-360
-111,-70,42,91,-76,-15,62,-369,-465,-494,-498,-436
-130,-107,23,119,-76,-42,139,-358,-472,-522,-576,-524
-150,-162,-11,156,-69,-87,226,-323,-460,-536,-654,-615
-169,-224,-54,197,-57,-139,328,-272,-430,-549,-738,-695
-189,-295,-106,242,-41,-201,427,-194,-379,-535,-808,-773
-214,-375,-159,295,-27,-268,535,-81,-294,-490,-857,-835
-239,-434,-194,337,-22,-315,622,31,-190,-423,-883,-851
-269,-486,-216,377,-26,-351,694,156,-63,-323,-878,-835
-285,-499,-214,392,-35,-357,747,293,101,-183,-809,-772
-287,-487,-199,387,-44,-343,775,433,283,-15,-692,-687
-271,-460,-188,365,-41,-324,790,594,485,190,-522,-588
-232,-414,-182,323,-25,-298,786,754,688,409,-324,-481
-193,-358,-164,276,-14,-262,766,888,852,611,-126,-375
-151,-287,-134,219,-8,-211,738,1000,990,795,67,-256
-109,-208,-98,159,-5,-153,702,1067,1076,927,235,-157
-74,-126,-51,100,-11,-89,669,1114,1137,1032,391,-63
-39,-50,-10,44,-14,-30,627,1119,1153,1085,503,10
-12,15,27,-1,-19,21,579,1100,1136,1110,590,62
9,69,60,-39,-25,64,531,1059,1097,1097,641,105
27,111,85,-69,-28,97,471,992,1026,1049,660,127
39,148,110,-93,-35,128,420,923,952,990,661,146
53,185,133,-119,-39,159,367,834,861,906,635,155
63,218,155,-141,-46,186,320,754,780,829,609,165
73,253,181,-163,-53,216,283,677,711,754,578,187
73,271,199,-172,-63,235,243,603,643,683,548,196
60,276,217,-168,-78,246,215,546,592,630,528,210
56,278,223,-167,-83,250,185,488,538,573,501,212
53,271,219,-162,-83,245,158,441,487,526,480,201
50,259,210,-155,-79,234,137,396,435,476,451,191
48,239,192,-144,-71,215,111,343,372,418,413,165
